symbol,markPrice,indexPrice,estimatedSettlePrice,lastFundingRate,interestRate,nextFundingTime,time,source,has_interest_component
COAIUSDT,0.4328,0.43169074,0.43242930,5e-05,0.0001,1768723200000,1768710732001,binance,True
EULUSDT,2.16946667,2.17355556,2.17326237,5e-05,0.0001,1768723200000,1768710732001,binance,True
OMUSDT,0.07519568,0.07531813,0.07541375,-3.24e-05,0.0001,1768723200000,1768710732001,binance,True
ATUSDT,0.16795,0.16804545,0.16817658,5e-05,0.0001,1768723200000,1768710732001,binance,True
GRIFFAINUSDT,0.018535,0.01853775,0.01858765,5e-05,0.0001,1768723200000,1768710732001,binance,True
BTCUSDT_260626,97206.75723333,95092.27325,95140.12123019,0.0,0.0,0,1768710732001,binance,True
RECALLUSDT,0.0925,0.0925005,0.09251988,5e-05,0.0001,1768723200000,1768710732001,binance,True
CVCUSDT,0.04714,0.04728429,0.04731147,3.198e-05,0.0001,1768723200000,1768710732001,binance,True
EVAAUSDT,0.9463,0.94216443,0.94231290,5e-05,0.0001,1768723200000,1768710732001,binance,True
TAGUSDT,0.00041935,0.00041814,0.00041808,5e-05,0.0001,1768723200000,1768710732001,binance,True
SYNUSDT,0.06339,0.06339793,0.06357942,5e-05,0.0001,1768723200000,1768710732001,binance,True
SUIUSDC,1.77548397,1.77690063,1.77989450,5.687e-05,0.0001,1768723200000,1768710732001,binance,True
ONGUSDT,0.09055,0.09057452,0.09075488,5e-05,0.0001,1768723200000,1768710732001,binance,True
BCHUSDT,593.60400657,594.06604435,594.59028754,-8.062e-05,0.0001,1768723200000,1768710732001,binance,True
MBOXUSDT,0.03311665,0.03311279,0.03316197,4.452e-05,0.0001,1768723200000,1768710732001,binance,True
NTRNUSDT,0.02700318,0.02699263,0.02703296,-1.7e-07,0.0001,1768723200000,1768710732001,binance,True
LYNUSDT,0.07866727,0.07869132,0.07860168,5e-05,0.0001,1768723200000,1768710732001,binance,True
REDUSDT,0.2483,0.24861734,0.24881328,2.85e-06,0.0001,1768723200000,1768710732001,binance,True
BREVUSDT,0.30805722,0.30893077,0.30948627,-0.00057127,0.0001,1768723200000,1768710732001,binance,True
PONKEUSDT,0.05353582,0.05410182,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
CFXUSDT,0.07865,0.07873324,0.07872537,6.375e-05,0.0001,1768723200000,1768710732001,binance,True
RUNEUSDT,0.66113482,0.66214708,0.66261688,7.878e-05,0.0001,1768723200000,1768710732001,binance,True
BNBBTC,0.00997215,0.00997215,0.00997477,0.0,0.0,1768723200000,1768710732001,binance,True
1000FLOKIUSDT,0.04893,0.04899825,0.04902567,-1.723e-05,0.0001,1768723200000,1768710732001,binance,True
B3USDT,0.00097001,0.00096996,0.00097063,5e-05,0.0001,1768723200000,1768710732001,binance,True
NEOUSDC,4.014,4.01814414,4.01195392,0.0001,0.0001,1768723200000,1768710732001,binance,True
STRAXUSDT,0.02207143,0.02208286,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
MOODENGUSDT,0.07659543,0.0767549,0.07666744,-1.801e-05,0.0001,1768723200000,1768710732001,binance,True
A2ZUSDT,0.00159178,0.00159504,0.00159723,5e-05,0.0001,1768723200000,1768710732001,binance,True
RENDERUSDT,2.17724677,2.17871875,2.17895866,-1.561e-05,0.0001,1768723200000,1768710732001,binance,True
PARTIUSDT,0.0980621,0.09804786,0.09900087,5e-05,0.0001,1768723200000,1768710732001,binance,True
NMRUSDT,10.344,10.35933403,10.36490268,5e-05,0.0001,1768723200000,1768710732001,binance,True
ICXUSDT,0.05924889,0.05937257,0.05934202,0.0001,0.0001,1768723200000,1768710732001,binance,True
HIGHUSDT,0.2332,0.23384715,0.23294907,0.0001,0.0001,1768723200000,1768710732001,binance,True
BIOUSDC,0.04432,0.04432417,0.04451154,-5.7e-06,0.0001,1768723200000,1768710732001,binance,True
WETUSDT,0.12626,0.12635337,0.12637720,5e-05,0.0001,1768723200000,1768710732001,binance,True
LAYERUSDT,0.15964394,0.15994843,0.16005798,-0.00028661,0.0001,1768723200000,1768710732001,binance,True
DEXEUSDT,3.24968333,3.25579643,3.25813842,5e-05,0.0001,1768723200000,1768710732001,binance,True
NEWTUSDT,0.10421729,0.10444312,0.10449264,5e-05,0.0001,1768723200000,1768710732001,binance,True
XNYUSDT,0.00332357,0.00331765,0.00331985,5e-05,0.0001,1768723200000,1768710732001,binance,True
UBUSDT,0.0370258,0.03682051,0.03677229,0.00054905,0.0001,1768723200000,1768710732001,binance,True
PROMUSDT,3.64585952,3.64789286,3.60736867,-0.001345,0.0001,1768723200000,1768710732001,binance,True
KDAUSDT,0.00576382,0.00576382,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
IRUSDT,0.07917887,0.07917544,0.07979453,5e-05,0.0001,1768723200000,1768710732001,binance,True
ZAMAUSDT,0.073916,0.073916,0.00000000,5e-05,0.0001,1768723200000,1768710732001,binance,True
ACTUSDT,0.02547057,0.0255075,0.02555949,5e-05,0.0001,1768723200000,1768710732001,binance,True
MONUSDT,0.02203439,0.0220231,0.02203149,5e-05,0.0001,1768723200000,1768710732001,binance,True
JELLYJELLYUSDT,0.06317,0.06325936,0.06342983,5e-05,0.0001,1768723200000,1768710732001,binance,True
ONUSDT,0.10804,0.10755082,0.10770159,5e-05,0.0001,1768723200000,1768710732001,binance,True
ZKPUSDT,0.12249796,0.12327529,0.12318921,-0.00196147,0.0001,1768723200000,1768710732001,binance,True
OMNIUSDT,3.8795849,3.8795849,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
ARBUSDC,0.2134,0.21359698,0.21440398,1.155e-05,0.0001,1768723200000,1768710732001,binance,True
1000BONKUSDC,0.010317,0.01033547,0.01034547,-9.353e-05,0.0001,1768723200000,1768710732001,binance,True
MYXUSDT,5.08,5.07841928,5.08726870,5e-05,0.0001,1768723200000,1768710732001,binance,True
HFTUSDT,0.03410576,0.03416643,0.03345504,2.152e-05,0.0001,1768723200000,1768710732001,binance,True
TIAUSDC,0.565186,0.56617527,0.56663905,-4.406e-05,0.0001,1768723200000,1768710732001,binance,True
LINAUSDT,0.0001153,0.0001153,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
ATOMUSDT,2.529,2.532,2.53259341,-0.00028583,0.0001,1768723200000,1768710732001,binance,True
INUSDT,0.06781725,0.06811621,0.06818955,-7.412e-05,0.0001,1768723200000,1768710732001,binance,True
SXTUSDT,0.02772934,0.02780484,0.02778155,3.315e-05,0.0001,1768723200000,1768710732001,binance,True
CATIUSDT,0.06040087,0.06045453,0.06038776,5e-05,0.0001,1768723200000,1768710732001,binance,True
ERAUSDT,0.227,0.22723978,0.22793641,5e-05,0.0001,1768723200000,1768710732001,binance,True
UMAUSDT,0.7773,0.77852162,0.77833453,4.014e-05,0.0001,1768723200000,1768710732001,binance,True
TIAUSDT,0.56547269,0.56595205,0.56669881,-1.721e-05,0.0001,1768723200000,1768710732001,binance,True
JOEUSDT,0.06345,0.06364438,0.06365384,-0.00018059,0.0001,1768723200000,1768710732001,binance,True
AIXBTUSDT,0.03329246,0.03330714,0.03331340,-4.301e-05,0.0001,1768723200000,1768710732001,binance,True
GHSTUSDT,0.1823,0.18294412,0.18282667,-9.258e-05,0.0001,1768723200000,1768710732001,binance,True
FTTUSDT,0.51885976,0.51856765,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
CKBUSDT,0.002684,0.0026863,0.00268955,6.47e-05,0.0001,1768723200000,1768710732001,binance,True
币安人生USDT,0.23545,0.23528593,0.23646567,5e-05,0.0001,1768723200000,1768710732001,binance,True
QNTUSDT,80.05588944,80.13163242,80.46348105,0.0001,0.0001,1768723200000,1768710732001,binance,True
PUMPBTCUSDT,0.027723,0.0275875,0.02758601,0.00030105,0.0001,1768723200000,1768710732001,binance,True
UNFIUSDT,0.71931,0.71931,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
AVAUSDT,0.36176989,0.3622372,0.36237750,5e-05,0.0001,1768723200000,1768710732001,binance,True
STEEMUSDT,0.07019618,0.0703791,0.07038044,5e-05,0.0001,1768723200000,1768710732001,binance,True
VVVUSDT,2.98111954,2.9861286,2.98563984,-0.0001345,0.0001,1768723200000,1768710732001,binance,True
WUSDT,0.03608206,0.03610862,0.03615765,3.71e-05,0.0001,1768723200000,1768710732001,binance,True
RENUSDT,0.011843,0.011843,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
THETAUSDT,0.3352,0.33519688,0.33628461,0.0001,0.0001,1768723200000,1768710732001,binance,True
UXLINKUSDT,0.0370416,0.0370416,0.00000000,0.0,0.0,0,1768710732001,binance,True
LRCUSDT,0.05292,0.05301853,0.05303908,1.053e-05,0.0001,1768723200000,1768710732001,binance,True
COSUSDT,0.001371,0.00137292,0.00137316,5e-05,0.0001,1768723200000,1768710732001,binance,True
TRUMPUSDT,5.267,5.27267797,5.28043455,-0.00013871,0.0001,1768723200000,1768710732001,binance,True
ZECUSDC,394.03,394.42899609,394.03162384,-0.00010982,0.0001,1768723200000,1768710732001,binance,True
PHAUSDT,0.04046,0.04046707,0.04028581,5e-05,0.0001,1768723200000,1768710732001,binance,True
1000RATSUSDT,0.04703,0.04698357,0.04698306,5e-05,0.0001,1768723200000,1768710732001,binance,True
ORCAUSDT,1.17049585,1.17253728,1.18012198,-5.576e-05,0.0001,1768723200000,1768710732001,binance,True
LUNA2USDT,0.08824667,0.08832243,0.08833342,4.095e-05,0.0001,1768723200000,1768710732001,binance,True
POWRUSDT,0.094325,0.0943856,0.09461366,1.89e-06,0.0001,1768723200000,1768710732001,binance,True
SUIUSDT,1.77590392,1.77753754,1.78020288,-2.5e-05,0.0001,1768723200000,1768710732001,binance,True
HBARUSDC,0.11706,0.11716472,0.11734510,5e-05,0.0001,1768723200000,1768710732001,binance,True
TURBOUSDT,0.0017567,0.00175829,0.00176191,-0.00013521,0.0001,1768723200000,1768710732001,binance,True
SLPUSDT,0.0010233,0.00103025,0.00102537,-0.00096085,0.0001,1768723200000,1768710732001,binance,True
BIGTIMEUSDT,0.0249567,0.02499853,0.02528128,-5.207e-05,0.0001,1768723200000,1768710732001,binance,True
ALGOUSDT,0.12821457,0.1284,0.12852785,-8.076e-05,0.0001,1768723200000,1768710732001,binance,True
ENSUSDT,10.237,10.25154054,10.24285447,-1.483e-05,0.0001,1768723200000,1768710732001,binance,True
DYDXUSDT,0.19350649,0.19393822,0.19402002,0.0001,0.0001,1768723200000,1768710732001,binance,True
VFYUSDT,0.03018825,0.03011529,0.03023326,5e-05,0.0001,1768723200000,1768710732001,binance,True
AUCTIONUSDT,5.507,5.51494097,5.51875391,5e-05,0.0001,1768723200000,1768710732001,binance,True
BERAUSDT,0.99347315,1.00981715,1.00307657,-0.0109914,0.0001,1768723200000,1768710732001,binance,True
SYSUSDT,0.02149,0.02153077,0.02157221,5e-05,0.0001,1768723200000,1768710732001,binance,True
AXSUSDT,2.081,2.11025714,2.09007391,-0.00215054,0.0001,1768712400000,1768710732001,binance,True
GUSDT,0.00479087,0.0047964,0.00479622,5e-05,0.0001,1768723200000,1768710732001,binance,True
FLOCKUSDT,0.088546,0.08858,0.08885983,5e-05,0.0001,1768723200000,1768710732001,binance,True
BUSDT,0.20922582,0.20921676,0.20919616,5e-05,0.0001,1768723200000,1768710732001,binance,True
SIGNUSDT,0.03866428,0.03878254,0.03878117,5e-05,0.0001,1768723200000,1768710732001,binance,True
LSKUSDT,0.2072,0.20777024,0.20776384,-0.00013482,0.0001,1768723200000,1768710732001,binance,True
REZUSDT,0.00518917,0.00519729,0.00520245,1.633e-05,0.0001,1768723200000,1768710732001,binance,True
STABLEUSDT,0.016039,0.01605527,0.01605507,-0.00038743,0.0001,1768723200000,1768710732001,binance,True
PTBUSDT,0.00261985,0.00261773,0.00261497,5e-05,0.0001,1768723200000,1768710732001,binance,True
OLUSDT,0.0224,0.02240659,0.02232211,5e-05,0.0001,1768723200000,1768710732001,binance,True
CARVUSDT,0.11290292,0.11269712,0.11219224,5e-05,0.0001,1768723200000,1768710732001,binance,True
MITOUSDT,0.07426,0.07436568,0.07484287,5e-05,0.0001,1768723200000,1768710732001,binance,True
CHZUSDT,0.06146,0.0615137,0.06169422,-2.548e-05,0.0001,1768723200000,1768710732001,binance,True
ETHBTC,0.03480073,0.03482145,0.03484027,0.0,0.0,1768723200000,1768710732001,binance,True
TANSSIUSDT,0.0114704,0.01144232,0.01136149,5e-05,0.0001,1768723200000,1768710732001,binance,True
XAIUSDT,0.0183,0.01834182,0.01832795,-0.00071044,0.0001,1768723200000,1768710732001,binance,True
ZBTUSDT,0.1026402,0.10279529,0.10293702,-6.855e-05,0.0001,1768723200000,1768710732001,binance,True
ZRXUSDT,0.14611989,0.14660968,0.14644660,-0.00038468,0.0001,1768723200000,1768710732001,binance,True
NOTUSDT,0.00060978,0.00061045,0.00061268,5e-05,0.0001,1768723200000,1768710732001,binance,True
GTCUSDT,0.14611929,0.14612692,0.14613858,0.0001,0.0001,1768723200000,1768710732001,binance,True
DEGENUSDT,0.00129461,0.00129895,0.00130056,5e-05,0.0001,1768723200000,1768710732001,binance,True
SSVUSDT,4.09410543,4.10244602,4.10593913,-5.803e-05,0.0001,1768723200000,1768710732001,binance,True
ORDIUSDT,5.04678334,5.05239528,5.04699674,-7.98e-06,0.0001,1768723200000,1768710732001,binance,True
KAITOUSDT,0.52001598,0.52204412,0.52187386,-0.00089044,0.0001,1768723200000,1768710732001,binance,True
QUICKUSDT,0.01336399,0.01336429,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
FTMUSDT,0.6994,0.6994,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
SCRUSDT,0.08325321,0.08312821,0.08313298,5e-05,0.0001,1768723200000,1768710732001,binance,True
MUBARAKUSDT,0.02134,0.02134939,0.02141231,5e-05,0.0001,1768723200000,1768710732001,binance,True
SLERFUSDT,0.0063205,0.00634506,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
BMTUSDT,0.02546042,0.02549505,0.02550101,5e-05,0.0001,1768723200000,1768710732001,binance,True
WLFIUSDT,0.16708045,0.16720545,0.16726638,4.571e-05,0.0001,1768723200000,1768710732001,binance,True
LIGHTUSDT,0.5647,0.56333752,0.56375863,0.00030525,0.0001,1768723200000,1768710732001,binance,True
BTRUSDT,0.06935866,0.06935566,0.06910466,5e-05,0.0001,1768723200000,1768710732001,binance,True
SUNUSDT,0.02095674,0.02095935,0.02096414,5e-05,0.0001,1768723200000,1768710732001,binance,True
1000XECUSDT,0.01151,0.01153071,0.01154359,0.0001,0.0001,1768723200000,1768710732001,binance,True
GASUSDT,2.088,2.0887915,2.09181786,5e-05,0.0001,1768723200000,1768710732001,binance,True
RPLUSDT,2.22795806,2.2317027,2.23507966,-1.699e-05,0.0001,1768723200000,1768710732001,binance,True
CCUSDT,0.11767,0.1177175,0.11786568,5e-05,0.0001,1768723200000,1768710732001,binance,True
GLMUSDT,0.2607741,0.26177059,0.26352835,-0.00049154,0.0001,1768723200000,1768710732001,binance,True
IDEXUSDT,0.01001988,0.00999943,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
RAYUSDT,1.11535337,1.11548824,0.00000000,0.0,0.0001,1768723200000,1768710732001,binance,True
BANUSDT,0.07505817,0.07500444,0.07479064,7.155e-05,0.0001,1768723200000,1768710732001,binance,True
RAYSOLUSDT,1.1131,1.11548824,1.11535337,2.111e-05,0.0001,1768723200000,1768710732001,binance,True
AVAXUSDT,13.63533242,13.64348677,13.65773108,-0.00011603,0.0001,1768723200000,1768710732001,binance,True
MANAUSDT,0.1608,0.16128934,0.16111199,-0.00087327,0.0001,1768723200000,1768710732001,binance,True
FUNUSDT,0.00193593,0.00193584,0.00193847,5e-05,0.0001,1768723200000,1768710732001,binance,True
KERNELUSDT,0.07463,0.07480817,0.07488623,5e-05,0.0001,1768723200000,1768710732001,binance,True
FISUSDT,0.01964478,0.01964478,0.00000000,0.0,0.0,0,1768710732001,binance,True
NKNUSDT,0.01366,0.01370516,0.01372256,-4.314e-05,0.0001,1768723200000,1768710732001,binance,True
KNCUSDT,0.2356,0.23575938,0.23603800,0.0001,0.0001,1768723200000,1768710732001,binance,True
ONEUSDT,0.00423465,0.00423447,0.00423691,0.0001,0.0001,1768723200000,1768710732001,binance,True
POPCATUSDT,0.09003965,0.09024487,0.09033255,-0.00028336,0.0001,1768723200000,1768710732001,binance,True
SOLUSDC,142.61,142.69631367,142.73066076,-4.726e-05,0.0001,1768723200000,1768710732001,binance,True
