ticker,fundingRate,markPrice,effectiveAtHeight,fundingTime,source,has_interest_component,interest_rate_per_interval,symbol
BTC-USD,-4.625e-06,96852.47229,71753038,2026-01-15 14:00:00.726000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-2e-06,96972.34999,71747288,2026-01-15 13:00:00.169000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-5.5e-06,96612.3227,71741461,2026-01-15 12:00:00.469000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-4e-06,96817.75935,71735752,2026-01-15 11:00:00.458000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,1.75e-06,97050.05,71729986,2026-01-15 10:00:00.318000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,4.5e-06,96618.67169,71724346,2026-01-15 09:00:00.238000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,7e-06,96630.2989,71718688,2026-01-15 08:00:00.055000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-1.25e-07,96227.63784,71712849,2026-01-15 07:00:00.069000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-2.5e-07,96447.06529,71706987,2026-01-15 06:00:00.237000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-3.75e-07,96310.0,71701136,2026-01-15 05:00:00.546000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-2.375e-06,95969.115,71695290,2026-01-15 04:00:00.020000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-7.875e-06,96326.79521,71689414,2026-01-15 03:00:00.440000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-1e-05,96420.01119,71683562,2026-01-15 02:00:00.390000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-1.3e-05,96665.98125,71677718,2026-01-15 01:00:00.669000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-1.6875e-05,96968.31866,71671801,2026-01-15 00:00:00.100000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-1.425e-05,96907.05285,71665909,2026-01-14 23:00:00.728000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-1.825e-05,97576.17759,71660072,2026-01-14 22:00:00.202000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-1.7e-05,97658.28165,71654259,2026-01-14 21:00:00.341000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-7.125e-06,97266.29825,71648468,2026-01-14 20:00:00.482000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-1.45e-05,96818.20682,71642643,2026-01-14 19:00:00.191000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-3.5875e-05,96975.21826,71636837,2026-01-14 18:00:00.613000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-2.35e-05,97333.56421,71630986,2026-01-14 17:00:00.138000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,-4.7875e-05,96771.43736,71625046,2026-01-14 16:00:00.253000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,7.5e-07,96458.67326,71619124,2026-01-14 15:00:00.171000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,1.65e-05,94967.25327,71613176,2026-01-14 14:00:00.354000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,1.475e-05,95048.02492,71607251,2026-01-14 13:00:00.248000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,5.25e-06,94745.9958,71601303,2026-01-14 12:00:00.520000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,8.625e-06,95116.08282,71595443,2026-01-14 11:00:00.633000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,1.3e-05,95052.13633,71589567,2026-01-14 10:00:00.075000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,7.125e-06,94909.93241,71583894,2026-01-14 09:00:00.042000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,1.1625e-05,95163.01414,71578165,2026-01-14 08:00:00.216000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,7.875e-06,95003.59928,71572375,2026-01-14 07:00:00.682000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,7.375e-06,95004.21351,71566512,2026-01-14 06:00:00.487000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,1.025e-05,95210.69179,71560699,2026-01-14 05:00:00.403000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,1.7125e-05,95666.49945,71554861,2026-01-14 04:00:00.241000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,1.15e-05,95288.68339,71549050,2026-01-14 03:00:00.002000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,1.2375e-05,95213.16288,71543233,2026-01-14 02:00:00.365000+00:00,dydx,False,0.0,BTC-USD
BTC-USD,8.75e-06,95195.13694,71537471,2026-01-14 01:00:00.020000+00:00,dydx,False,0.0,BTC-USD
