symbol,fundingTime,fundingRate,markPrice,source,type,has_interest,interest_per_interval
BTCUSDT,2025-12-05 08:00:00.000,4.944e-05,92219.3,binance,CEX,True,0.0001
BTCUSDT,2025-12-05 16:00:00.010,3.91e-06,90414.1392971,binance,CEX,True,0.0001
BTCUSDT,2025-12-06 00:00:00.001,3.693e-05,89288.87393478,binance,CEX,True,0.0001
BTCUSDT,2025-12-06 08:00:00.001,1.919e-05,89549.6,binance,CEX,True,0.0001
BTCUSDT,2025-12-06 16:00:00.008,-1.822e-05,89713.4,binance,CEX,True,0.0001
BTCUSDT,2025-12-07 00:00:00.000,4.192e-05,89190.2,binance,CEX,True,0.0001
BTCUSDT,2025-12-07 08:00:00.004,1.666e-05,89337.94880435,binance,CEX,True,0.0001
BTCUSDT,2025-12-07 16:00:00.000,5.212e-05,89509.46367391,binance,CEX,True,0.0001
BTCUSDT,2025-12-08 00:00:00.000,-5.39e-06,90347.07469565,binance,CEX,True,0.0001
BTCUSDT,2025-12-08 08:00:00.000,6.545e-05,91519.8,binance,CEX,True,0.0001
BTCUSDT,2025-12-08 16:00:00.001,3.395e-05,89921.35480435,binance,CEX,True,0.0001
BTCUSDT,2025-12-09 00:00:00.001,8.52e-06,90610.7,binance,CEX,True,0.0001
BTCUSDT,2025-12-09 08:00:00.001,6.379e-05,90437.5,binance,CEX,True,0.0001
BTCUSDT,2025-12-09 16:00:00.007,5.443e-05,92667.54021739,binance,CEX,True,0.0001
BTCUSDT,2025-12-10 00:00:00.007,2.777e-05,92638.3,binance,CEX,True,0.0001
BTCUSDT,2025-12-10 08:00:00.002,1.996e-05,92744.7,binance,CEX,True,0.0001
BTCUSDT,2025-12-10 16:00:00.012,3.205e-05,92029.50025362,binance,CEX,True,0.0001
BTCUSDT,2025-12-11 00:00:00.001,2.59e-05,91981.25991304,binance,CEX,True,0.0001
BTCUSDT,2025-12-11 08:00:00.000,-1.577e-05,90231.4,binance,CEX,True,0.0001
BTCUSDT,2025-12-11 16:00:00.000,6.1e-05,89838.70794203,binance,CEX,True,0.0001
BTCUSDT,2025-12-12 00:00:00.005,6.914e-05,92479.8,binance,CEX,True,0.0001
BTCUSDT,2025-12-12 08:00:00.007,4.698e-05,92392.37302174,binance,CEX,True,0.0001
BTCUSDT,2025-12-12 16:00:00.002,3.383e-05,89905.2817029,binance,CEX,True,0.0001
BTCUSDT,2025-12-13 00:00:00.001,1.21e-06,90229.7,binance,CEX,True,0.0001
BTCUSDT,2025-12-13 08:00:00.006,6.02e-05,90282.74673913,binance,CEX,True,0.0001
BTCUSDT,2025-12-13 16:00:00.000,6.041e-05,90055.4,binance,CEX,True,0.0001
BTCUSDT,2025-12-14 00:00:00.000,0.0001,90197.0,binance,CEX,True,0.0001
BTCUSDT,2025-12-14 08:00:00.003,2.898e-05,90205.0,binance,CEX,True,0.0001
BTCUSDT,2025-12-14 16:00:00.005,3.773e-05,88985.2,binance,CEX,True,0.0001
BTCUSDT,2025-12-15 00:00:00.000,1.9e-06,88108.1,binance,CEX,True,0.0001
BTCUSDT,2025-12-15 08:00:00.000,-8.93e-06,89703.0,binance,CEX,True,0.0001
BTCUSDT,2025-12-15 16:00:00.000,3.081e-05,86995.88862819,binance,CEX,True,0.0001
BTCUSDT,2025-12-16 00:00:00.002,7.467e-05,86389.99156522,binance,CEX,True,0.0001
BTCUSDT,2025-12-16 08:00:00.000,1.35e-05,85964.2,binance,CEX,True,0.0001
BTCUSDT,2025-12-16 16:00:00.002,4.089e-05,87940.4,binance,CEX,True,0.0001
BTCUSDT,2025-12-17 00:00:00.004,6.221e-05,87826.3,binance,CEX,True,0.0001
BTCUSDT,2025-12-17 08:00:00.000,8.987e-05,87010.4,binance,CEX,True,0.0001
BTCUSDT,2025-12-17 16:00:00.000,5.917e-05,87198.3,binance,CEX,True,0.0001
BTCUSDT,2025-12-18 00:00:00.005,6.23e-05,86206.73265942,binance,CEX,True,0.0001
BTCUSDT,2025-12-18 08:00:00.007,-8.67e-06,86787.5,binance,CEX,True,0.0001
BTCUSDT,2025-12-18 16:00:00.001,8.355e-05,88487.0,binance,CEX,True,0.0001
BTCUSDT,2025-12-19 00:00:00.000,5.491e-05,85473.7159058,binance,CEX,True,0.0001
BTCUSDT,2025-12-19 08:00:00.001,0.0001,87913.9,binance,CEX,True,0.0001
BTCUSDT,2025-12-19 16:00:00.000,0.0001,87936.1810045,binance,CEX,True,0.0001
